"Country Code",Region,Url,Clicks
US,FL,http://www.seekedu.org?utm_source=S.E.E.K%2C+Inc.+Newsletter&utm_campaign=5c2a64f88f-SNAP-2015-10-21+10%3A24%3A42&utm_medium=email&utm_term=0_75dff26d97-5c2a64f88f-%5BLIST_EMAIL_ID%5D&ct=t%28SNAP-2015-10-21+10%3A24%3A42%29&goal=0_75dff26d97-5c2a64f88f-%5BLIST_EMAIL_ID%5D&mc_cid=5c2a64f88f&mc_eid=%5BUNIQID%5D,1
US,GA,http://www.seekedu.org?utm_source=S.E.E.K%2C+Inc.+Newsletter&utm_campaign=5c2a64f88f-SNAP-2015-10-21+10%3A24%3A42&utm_medium=email&utm_term=0_75dff26d97-5c2a64f88f-%5BLIST_EMAIL_ID%5D&ct=t%28SNAP-2015-10-21+10%3A24%3A42%29&goal=0_75dff26d97-5c2a64f88f-%5BLIST_EMAIL_ID%5D&mc_cid=5c2a64f88f&mc_eid=%5BUNIQID%5D,1
